玩家评价,是否推荐,游玩时长(小时),觉得有价值的人数,觉得好笑的人数
百尺竿头更进一步很难，塔2竟然进了两步，除了新的机制带来更多的变化，新的多人模式上限极高。不敢想象完整版是什么高度的怪物。唯一不足是高进阶前期脆皮职业更容易暴毙了。,推荐,62.8,0,0
这完成度才配得上抢鲜体验，期待出创意工坊。,推荐,26.3,0,0
"这是塔2第一亲人，你敢跟她对视一秒吗😀
当当 填满药水草
当当 重放小亮片
当当 九九九块钱

这是塔2第一剑冢，你能克制住杀意一秒吗😡
当当 自动打牌机
当当 搬空商店伞
当当 诅咒许愿爪
",推荐,53.9,0,0
明天我要在jm上看到鸡煲和四条鳗鱼的本子,推荐,14.2,0,0
神中神，比一代多了很多事件，后续不断完善会更为出色,推荐,49.4,0,0
战斗，爽!好想玩杀戮尖塔2口牙！,推荐,12.3,0,0
"第一次玩这么杀时间的游戏🤔🤔🤔

没玩过1代，直接玩2代第一个玩的角色竟然是[b]鸡煲[/b]🤖，感觉这辈子有了😋😋😋",推荐,29.2,0,0
联机不止双倍快乐，搭档配合可以打出1+1大于2的效果,推荐,14.4,0,0
每次进商店联机队友没钱买了，我钱又多，能不能给联机队友匀匀钱,推荐,10.6,0,0
虽然数值还不是很平衡，但无疑是有想法的优秀续作,推荐,76.9,0,0
bug太多了，拿了藏宝图再sl存档会报废,不推荐,30.7,0,0
死灵但凡臭一点那就是作几个小时的牢 卡池系统完全没有构思过 现阶段完全不推荐,不推荐,17.1,0,0
本人于2026年3月10日23时18分于尖塔2联机选择战士鸽在第三层boss关面对实验体#318使用地狱狂徒打出双剑柄唐诗无限将其打至第三阶段后因符文金字塔保留手牌而导致下回合抽牌时对挂着无实体的boss再次自动开启唐诗无限循环打出1点伤害最终凌迟其余3名队友长达10分钟望周知,推荐,24.2,0,0
杀戮尖塔2上瘾吗？我一天打5小时天天打也不见上瘾啊？,推荐,23.7,0,0
我的天哪，鸡煲大人，电流相生你想毁了整个游戏吗,推荐,12.1,0,0
最近天天晚上都在联机，ea就已经很不错了，期待正式版发售😽,推荐,31.9,0,0
我说精神过载+重构无敌了，有没有懂的，骨王,推荐,7.3,0,0
来一起上塔！手绘很可爱！好喜欢猎宝、骨妹、鸡煲www 你还可以在塔里吃寿司，嘿嘿,推荐,6.0,0,0
千万不要在联机模式加DPS统计功能,推荐,22.0,0,0
"您的伤害太低，小团体已经复盘完了，不得不非常遗憾地通知您：

我们这边做了同段位角色练度的打法和实战对比，也做了历史数据溯源回顾，在确保没有其他的干扰因素的情况下，您的伤害整体上可能不太适合我们小团体了

抱歉，我们这边就先把您优化了，希望您早日找到更加契合的环境，找到更符合您的小团体，获得更好的游戏体验。也祝传奇生活顺利，前程似锦！

您已被优化，请勿回复。",推荐,23.1,0,0
"你们也就网上说说了，现实里谁不想急头白脸凑出一发大宝剑砍出75点伤害呢
惊天四条区指定严父，下砸+太阳+回手下砸全部带走",推荐,25.3,0,0
一个周末打了17小时 今天终于把进阶10过了 卡牌肉鸽最高的山当之无愧,推荐,33.0,0,0
这是一段占位文本，当你在抢先体验期间查看这个历史节点时，这个故事还无从知晓,推荐,32.4,0,0
"为什么把回响形态变成词条
为什么把回响形态变成词条",不推荐,13.5,0,0
家人们谁懂呀，鸡煲捏着两张未决宝石+（使牌组里一张牌重放3），在无数时间线里SL了十几次终于让我找到了出路的感觉~太爽了~,推荐,43.6,0,0
"19个小时，战士哥进10了
一如既往的好玩，可惜观直接速通塔2了
数值明显提升了很多，但是怪物的成长变弱了
机制多了非常多，玩法也多了很多，最关键的是终于让2费打8进入了核心体系
可惜没有了撑振巩固防战、肌肉突破力量战；集中机、电动力学机、超大卡组机；贼倒是没怎么改（",推荐,19.3,0,0
有人搞福瑞吗？我的兽设是一团63血的蛆，只要你三回合内没杀掉我，我就会往你的卡组里疯狂塞抽到扣3血的蛆团而且还不能打出不会消耗。如果你杀了我，我还会炸成四团小蛆，虽然炸出来后会眩晕一回合，但是当回合眩晕想必你也没法子清理了，之后我仍然会往你卡组里疯狂塞蛆，不同的是这次有四个蛆一起塞。,不推荐,41.7,0,0
和朋友一起玩很高兴 承接第一部的内容 在此以上做的平衡和创新都很不错 可玩性和内容丰富程度比一代有巨大提升,推荐,17.3,0,0
玩了把鸡煲发现集中冰没了，玩了把储君发现有集中冰,推荐,17.7,0,0
单机和1一样好玩，联机真的无敌了，欢乐加倍！,推荐,35.0,0,0
2代没涨价，有1代买捆绑包还能便宜10块，太良心了,推荐,11.3,0,0
很有意思，和炉石传说的冒险差不多，喜欢炉石的应该也会喜欢,推荐,5.6,0,0
单人模式一层发育不好可以重开双人或多人可能队友发育较好自己发育较差，重开和sl都不方便，建议在多人商店加一些辅助性比较强的白卡，不然有时候多人体验会很牢,推荐,47.0,0,0
精英太难了 奖励波动也太大了  希望优化一下,推荐,18.5,0,0
可玩性很强，建议不看攻略自己科研,推荐,25.4,0,0
"好的,储君现在才是启动最慢的角色了,猜猜是谁启动完了
",推荐,28.7,0,0
特别特别好玩 试玩版会一直改变 需要适应,推荐,18.4,0,0
还行吧因为我和朋友一起玩很欢乐，但不得不说联机的时候怪都是王八怪，但怎么说呢0费相信着你！,推荐,26.1,0,0
"鸡煲是最强的
鸡煲是最强的鸡煲是最强的
鸡煲是最强的鸡煲是最强的鸡煲是最强的鸡煲是最强的",推荐,24.1,0,0
多人联机，四人下水道遇到失败的鳗，挨打一下缩起来几十护甲，直呼不可战胜,推荐,31.0,0,0
多人模式怪还是太强了，不过很好玩,推荐,24.0,0,0
"电流相生！
我已启动！
2代因为联机的设计而且角色多，比一代多了更多可玩性，同时加入历史时间线这一点蛮好的，攻击和事件的过场动画也很可爱，现在无非就是有些数值需要调整，当然也不乏有些神卡是很好的对策，同时因为这一带的数值普遍高，需要在1层多抓过度群伤卡，而且因为很多叠力量的数值怪，导致没办法慢启动，所以所有的角色都是优先运转卡大于数值卡的，要运转起来才能保证卡组核心不沉底，同时联机时候的数值不是单纯乘2，就像2层有个盾哥后面是个弩哥的，盾哥单人给弩哥每回合叠25格挡，双人则是60，所以防牌也要拿，运转大于状态大于防段大于攻段，2代虚弱和易伤太重要了，因为前期要保证活命才有输出。
敲牌也是要优先减费，除非你和小刀猎一样疯狂奇巧战术（前期背包必拿必敲），消耗词条减少的必敲，只是增加数值的防段大于攻段。总而言之2代还是非常成功的",推荐,37.1,0,0
"太好玩了
太好玩了 太好玩了
太好玩了 太好玩了 太好玩了 太好玩了
火速更新 火速更新 火速更新 火速更新 火速更新 火速更新 火速更新 火速更新",推荐,29.8,0,0
体验下来感觉比一代更新鲜，制作组早点把第四层做出来吧,推荐,25.4,0,0
"推荐 
目前问题是  一层  精英对卡组要求太高了，需要 爆发 aoe 防御 导致都是逃跑打boss下一层，卡的强度问题后续会调就不说了",推荐,27.4,0,0
"加强故障机器人
回调恐怖紫皮人",推荐,38.5,0,0
希望能做一个多人游戏伤害统计功能，让我看看是谁在划水,推荐,19.5,0,0
难度比一代直升好几个档次，是不是数值没设计好还是什么,不推荐,14.3,0,0
有人搞福瑞吗？我的兽设是一团63血的蛆，只要你三回合内没杀掉我，我就会往你的卡组里疯狂塞抽到扣6血的蛆团而且还不能打出不会消耗。如果你杀了我，我还会炸成四团小蛆，虽然炸出来后会眩晕一回合，但是是当回合眩晕想必你也没法子清理了😋之后我仍然会往你卡组里疯狂塞蛆，不同的是这次有四个人一起塞。,推荐,27.8,0,0
年度最佳多人共斗游戏，在这里你可以当画家.可以当老资历.可以当功哈哥.可以当卡比兽.可以当只会糖比无限者.可以当高玩一拖3蛆，还有你们不觉得储君很色吗。,推荐,41.2,0,0
"天罚无实体卡我电球动
天罚无实体卡我电球动画
天罚无实体卡我电球动画了
",推荐,57.5,0,0
"鸡煲终于不是区了，启动真的快

我
我说
我说电流
我说电流相生特别
我说电流相生特别强力有没有懂得。",推荐,46.4,0,0
选择你的队友：1.唐氏无限：哈哈我无限啦！2.大艺术家：你们出来看我在地图上画的画。3.sl大师：我刚刚牌打错了，sl一下。4.储君鸡煲享受者：等我启动。5.哈基旺：区。,推荐,24.5,0,0
延续了一代的玩法，新增了超多的内容，玩起来完全停不下来。期待后续更新及调整。,推荐,62.4,0,0
"我的前同事希望我和另一位前同事，三人联机爬塔，他们目前持续鸽子中，但我玩过1知道这个游戏应该很好玩，事实确实如此，上个周末我已经熬了两个夜了，就想搞明白储君如果玩君主剑要怎么通关。（至今还没有通过这个路径通关）

我的前同事们jf和c酱真是雷霆*&#￥@#&

————谨以此纪念我的第一条游戏测评，KK",推荐,50.5,0,0
热修复真的完美解决了鸡煲的过渡问题,推荐,3.2,0,0
好玩，玩法基本和1代一样，一代现在超级便宜，可以先买一下一代，喜欢那就来试试2代吧,推荐,17.6,0,0
全面超越1代，如果1代是规划，2就是冒险，每一场都是一个刺激的开始,推荐,25.5,0,0
"你必须放弃一切来体验宇宙第一强无敌职业故障机器人
补一句正经评测，这个多人游戏真的做得挺认真的，超出我预期了",推荐,32.7,0,0
选角色界面多了几条蛆，感觉不如一代,不推荐,40.2,0,0
"无敌，没什么好说的，就是质量，就是好玩
就是作为未完成版还有很多bug👌
但是不影响，多人共（互）斗体验很好",推荐,24.1,0,0
"88元是绝对不配的如果在40块以下的价格那很好了，游戏内容比较丰富画面也不错但88绝对的不行
",不推荐,18.9,0,0
不建议在青基等关键时间节点前购入这款游戏,推荐,12.9,0,0
我天天玩也没见上瘾啊，三天也就40小时而已,推荐,48.6,0,0
数值比一代膨胀好多，不是还在测试版本，后面肯定会平衡，总之爽玩就完了,推荐,29.9,0,0
战士哥不能没有灼热，就像是西方不能失去耶路撒冷,推荐,19.5,0,0
"2依旧好玩!不过机宝变得好大个啊，流派我还没有摸清楚，不过多人游戏感觉平衡没做太好！以及有一些怪感觉很强但不是精英？！申请删除花园鳗（不）。
储君很好玩，可以攒辉星打消耗X辉星的牌，可以攒君王之剑打高伤（太好玩了我爱君王之剑），可以迫降拿牌变化（仆从上！）
亡灵契约师好好玩，奥提斯太好用了！能攻能防，很爽。不过我还没有尝试太多，所以有些流派不太清楚运行起来怎么样，让奥提斯打架，保奥提斯比较舒坦，灾厄有点难用（我比较菜）
其他角色感觉还好！猎人玩的比较多，铁甲战士我从1开始就不会玩！（我不懂玩）在想精准刀舞钢铁风暴的事情......奇巧这个设计不错，计算下注很爽！在想活力附魔奇巧的事情......

以及，蛆好恶心",推荐,17.4,0,0
